SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,player_id,player_name
22024,1628386,0022400774,"Feb 12, 2025",CLE @ TOR,W,28,5,6,0.833,0,1,0.0,3,3,1.0,2,8,10,3,1,2,2,2,13,28,1,1628386,Jarrett Allen
22024,1628386,0022400755,"Feb 10, 2025",CLE vs. MIN,W,27,6,8,0.75,0,0,0.0,2,2,1.0,4,9,13,3,1,0,1,3,14,21,1,1628386,Jarrett Allen
22024,1628386,0022400735,"Feb 07, 2025",CLE @ WAS,W,27,4,7,0.571,0,0,0.0,4,4,1.0,2,10,12,4,0,2,2,3,12,7,1,1628386,Jarrett Allen
22024,1628386,0022400718,"Feb 05, 2025",CLE @ DET,W,32,2,4,0.5,0,0,0.0,2,3,0.667,4,9,13,6,3,1,4,1,6,-1,1,1628386,Jarrett Allen
22024,1628386,0022400710,"Feb 04, 2025",CLE vs. BOS,L,33,6,11,0.545,0,0,0.0,5,5,1.0,6,12,18,2,0,1,1,2,17,8,1,1628386,Jarrett Allen
22024,1628386,0022400696,"Feb 02, 2025",CLE vs. DAL,W,20,6,8,0.75,0,1,0.0,2,2,1.0,0,9,9,0,0,2,0,0,14,22,1,1628386,Jarrett Allen
22024,1628386,0022400675,"Jan 30, 2025",CLE vs. ATL,W,31,3,3,1.0,0,0,0.0,3,4,0.75,3,12,15,2,0,0,0,1,9,5,1,1628386,Jarrett Allen
22024,1628386,0022400667,"Jan 29, 2025",CLE @ MIA,W,29,5,7,0.714,0,0,0.0,2,2,1.0,2,8,10,1,2,0,1,0,12,20,1,1628386,Jarrett Allen
22024,1628386,0022400649,"Jan 27, 2025",CLE vs. DET,W,31,6,10,0.6,0,0,0.0,3,6,0.5,3,8,11,4,1,1,2,3,15,16,1,1628386,Jarrett Allen
22024,1628386,0022400640,"Jan 25, 2025",CLE vs. HOU,L,29,4,5,0.8,0,0,0.0,0,0,0.0,1,4,5,2,0,1,1,4,8,8,1,1628386,Jarrett Allen
22024,1628386,0022400631,"Jan 24, 2025",CLE @ PHI,L,34,4,8,0.5,0,0,0.0,0,2,0.0,3,7,10,1,1,1,3,2,8,3,1,1628386,Jarrett Allen
22024,1628386,0022400615,"Jan 22, 2025",CLE @ HOU,L,32,7,11,0.636,0,0,0.0,3,3,1.0,5,8,13,3,2,3,3,3,17,2,1,1628386,Jarrett Allen
22024,1628386,0022400603,"Jan 20, 2025",CLE vs. PHX,W,22,5,6,0.833,0,0,0.0,2,3,0.667,5,6,11,2,0,0,1,1,12,13,1,1628386,Jarrett Allen
22024,1628386,0022400590,"Jan 18, 2025",CLE @ MIN,W,36,6,9,0.667,0,0,0.0,2,2,1.0,1,3,4,1,0,1,1,3,14,16,1,1628386,Jarrett Allen
22024,1628386,0022400574,"Jan 16, 2025",CLE @ OKC,L,16,6,6,1.0,0,0,0.0,1,1,1.0,3,4,7,0,0,0,2,1,13,-18,1,1628386,Jarrett Allen
22024,1628386,0022400554,"Jan 14, 2025",CLE @ IND,W,32,5,6,0.833,0,0,0.0,6,6,1.0,0,9,9,2,1,1,1,2,16,9,1,1628386,Jarrett Allen
22024,1628386,0022400543,"Jan 12, 2025",CLE vs. IND,L,25,3,6,0.5,0,0,0.0,5,6,0.833,3,6,9,3,0,1,1,1,11,-8,1,1628386,Jarrett Allen
22024,1628386,0022400517,"Jan 09, 2025",CLE vs. TOR,W,29,8,9,0.889,0,0,0.0,2,4,0.5,6,9,15,3,1,2,0,1,18,8,1,1628386,Jarrett Allen
22024,1628386,0022400509,"Jan 08, 2025",CLE vs. OKC,W,32,9,11,0.818,0,0,0.0,7,10,0.7,7,4,11,6,3,1,0,1,25,7,1,1628386,Jarrett Allen
22024,1628386,0022400488,"Jan 05, 2025",CLE vs. CHA,W,28,9,10,0.9,0,0,0.0,1,2,0.5,5,6,11,2,0,2,1,0,19,5,1,1628386,Jarrett Allen
22024,1628386,0022400474,"Jan 03, 2025",CLE @ DAL,W,22,5,10,0.5,0,0,0.0,1,2,0.5,3,6,9,0,0,1,0,4,11,5,1,1628386,Jarrett Allen
22024,1628386,0022400454,"Dec 31, 2024",CLE @ LAL,W,31,12,14,0.857,0,0,0.0,3,4,0.75,3,11,14,1,1,3,1,0,27,12,1,1628386,Jarrett Allen
22024,1628386,0022400446,"Dec 30, 2024",CLE @ GSW,W,25,6,9,0.667,0,0,0.0,0,0,0.0,3,6,9,1,1,2,1,5,12,22,1,1628386,Jarrett Allen
22024,1628386,0022400424,"Dec 27, 2024",CLE @ DEN,W,31,10,13,0.769,0,0,0.0,2,2,1.0,3,7,10,4,3,1,2,2,22,18,1,1628386,Jarrett Allen
22024,1628386,0022400392,"Dec 23, 2024",CLE vs. UTA,W,27,2,6,0.333,0,0,0.0,3,4,0.75,2,4,6,2,0,0,1,1,7,10,1,1628386,Jarrett Allen
22024,1628386,0022400380,"Dec 21, 2024",CLE vs. PHI,W,25,2,5,0.4,0,0,0.0,2,3,0.667,1,5,6,2,1,0,2,1,6,7,1,1628386,Jarrett Allen
22024,1628386,0022400374,"Dec 20, 2024",CLE vs. MIL,W,25,5,6,0.833,0,0,0.0,0,0,0.0,1,9,10,0,2,0,1,1,10,16,1,1628386,Jarrett Allen
22024,1628386,0022401224,"Dec 16, 2024",CLE @ BKN,W,24,5,5,1.0,0,0,0.0,2,3,0.667,3,5,8,4,2,0,1,2,12,17,1,1628386,Jarrett Allen
22024,1628386,0022401208,"Dec 13, 2024",CLE vs. WAS,W,33,7,9,0.778,0,0,0.0,7,10,0.7,3,8,11,2,1,1,1,0,21,8,1,1628386,Jarrett Allen
22024,1628386,0022400351,"Dec 08, 2024",CLE @ MIA,L,29,3,7,0.429,0,0,0.0,0,0,0.0,0,7,7,1,0,0,1,2,6,-11,1,1628386,Jarrett Allen
22024,1628386,0022400340,"Dec 07, 2024",CLE @ CHA,W,33,4,8,0.5,0,0,0.0,3,4,0.75,3,7,10,3,0,1,0,0,11,14,1,1628386,Jarrett Allen
22024,1628386,0022400325,"Dec 05, 2024",CLE vs. DEN,W,35,3,5,0.6,0,0,0.0,2,2,1.0,4,11,15,6,2,0,2,1,8,5,1,1628386,Jarrett Allen
22024,1628386,0022400051,"Dec 03, 2024",CLE vs. WAS,W,25,5,6,0.833,0,1,0.0,1,2,0.5,1,2,3,1,2,0,2,2,11,17,1,1628386,Jarrett Allen
22024,1628386,0022400307,"Dec 01, 2024",CLE vs. BOS,W,32,4,6,0.667,0,0,0.0,0,1,0.0,2,8,10,0,1,0,1,2,8,-6,1,1628386,Jarrett Allen
22024,1628386,0022400041,"Nov 29, 2024",CLE @ ATL,L,25,3,3,1.0,0,0,0.0,0,0,0.0,0,5,5,0,0,0,1,2,6,-9,1,1628386,Jarrett Allen
22024,1628386,0022400287,"Nov 27, 2024",CLE vs. ATL,L,32,6,7,0.857,0,0,0.0,5,7,0.714,2,8,10,1,1,0,1,2,17,-12,1,1628386,Jarrett Allen
22024,1628386,0022400275,"Nov 24, 2024",CLE vs. TOR,W,32,10,14,0.714,0,0,0.0,3,5,0.6,6,7,13,2,1,1,0,2,23,11,1,1628386,Jarrett Allen
22024,1628386,0022400252,"Nov 20, 2024",CLE vs. NOP,W,21,7,7,1.0,0,0,0.0,2,2,1.0,6,5,11,4,0,1,0,1,16,27,1,1628386,Jarrett Allen
22024,1628386,0022400021,"Nov 19, 2024",CLE @ BOS,L,28,5,6,0.833,0,0,0.0,0,0,0.0,3,8,11,2,1,0,0,1,10,-16,1,1628386,Jarrett Allen
22024,1628386,0022400236,"Nov 17, 2024",CLE vs. CHA,W,31,6,7,0.857,0,0,0.0,9,10,0.9,4,11,15,0,1,1,2,0,21,9,1,1628386,Jarrett Allen
22024,1628386,0022400013,"Nov 15, 2024",CLE vs. CHI,W,37,11,15,0.733,0,0,0.0,2,2,1.0,1,9,10,3,3,2,2,0,24,9,1,1628386,Jarrett Allen
22024,1628386,0022400220,"Nov 13, 2024",CLE @ PHI,W,32,5,8,0.625,0,0,0.0,1,2,0.5,1,11,12,1,1,0,0,0,11,5,1,1628386,Jarrett Allen
22024,1628386,0022400212,"Nov 11, 2024",CLE @ CHI,W,26,3,7,0.429,0,0,0.0,3,4,0.75,1,4,5,2,0,1,0,0,9,-23,1,1628386,Jarrett Allen
22024,1628386,0022400199,"Nov 09, 2024",CLE vs. BKN,W,21,1,6,0.167,0,0,0.0,2,2,1.0,1,2,3,0,1,1,3,2,4,-14,1,1628386,Jarrett Allen
22024,1628386,0022400188,"Nov 08, 2024",CLE vs. GSW,W,30,5,7,0.714,0,0,0.0,3,5,0.6,4,8,12,3,0,1,3,1,13,30,1,1628386,Jarrett Allen
22024,1628386,0022400175,"Nov 06, 2024",CLE @ NOP,W,35,7,10,0.7,0,0,0.0,2,2,1.0,2,12,14,2,1,2,0,5,16,24,1,1628386,Jarrett Allen
22024,1628386,0022400154,"Nov 04, 2024",CLE vs. MIL,W,35,7,14,0.5,0,0,0.0,0,2,0.0,1,14,15,6,2,1,0,0,14,6,1,1628386,Jarrett Allen
22024,1628386,0022400145,"Nov 02, 2024",CLE @ MIL,W,32,6,10,0.6,0,0,0.0,3,6,0.5,2,10,12,1,1,0,2,2,15,-12,1,1628386,Jarrett Allen
22024,1628386,0022400133,"Nov 01, 2024",CLE vs. ORL,W,28,1,3,0.333,0,0,0.0,0,0,0.0,2,9,11,1,1,1,2,2,2,12,1,1628386,Jarrett Allen
22024,1628386,0022400118,"Oct 30, 2024",CLE vs. LAL,W,31,9,12,0.75,0,0,0.0,2,2,1.0,3,14,17,1,0,2,0,0,20,14,1,1628386,Jarrett Allen
22024,1628386,0022400106,"Oct 28, 2024",CLE @ NYK,W,31,5,7,0.714,0,0,0.0,5,7,0.714,5,10,15,1,1,0,2,2,15,2,1,1628386,Jarrett Allen
22024,1628386,0022400090,"Oct 26, 2024",CLE @ WAS,W,25,10,10,1.0,0,0,0.0,3,4,0.75,1,4,5,1,1,2,0,1,23,13,1,1628386,Jarrett Allen
22024,1628386,0022400080,"Oct 25, 2024",CLE vs. DET,W,31,5,7,0.714,0,0,0.0,7,8,0.875,0,11,11,2,1,1,1,0,17,3,1,1628386,Jarrett Allen
22024,1628386,0022400067,"Oct 23, 2024",CLE @ TOR,W,26,5,7,0.714,0,0,0.0,4,5,0.8,2,5,7,1,1,4,1,1,14,8,1,1628386,Jarrett Allen
22025,1628386,0022501158,"Apr 08, 2026",CLE vs. ATL,W,29,4,9,0.444,0,0,0.0,8,11,0.727,2,6,8,0,2,0,3,0,16,3,1,1628386,Jarrett Allen
22025,1628386,0022501145,"Apr 06, 2026",CLE @ MEM,W,25,5,7,0.714,0,0,0.0,3,5,0.6,2,7,9,1,1,2,2,0,13,11,1,1628386,Jarrett Allen
22025,1628386,0022501117,"Apr 02, 2026",CLE @ GSW,W,24,5,10,0.5,0,0,0.0,6,12,0.5,3,10,13,0,1,0,0,0,16,12,1,1628386,Jarrett Allen
22025,1628386,0022501103,"Mar 31, 2026",CLE @ LAL,L,19,9,11,0.818,0,0,0.0,0,2,0.0,2,2,4,2,1,0,1,2,18,-7,1,1628386,Jarrett Allen
22025,1628386,0022501068,"Mar 27, 2026",CLE vs. MIA,W,18,8,10,0.8,0,0,0.0,2,2,1.0,2,8,10,0,0,1,0,1,18,18,1,1628386,Jarrett Allen
22025,1628386,0022500884,"Mar 03, 2026",CLE vs. DET,W,21,4,7,0.571,0,0,0.0,0,2,0.0,1,2,3,0,1,0,1,2,8,-3,1,1628386,Jarrett Allen
22025,1628386,0022500869,"Mar 01, 2026",CLE @ BKN,W,32,7,12,0.583,0,0,0.0,6,8,0.75,2,4,6,1,2,0,2,1,20,5,1,1628386,Jarrett Allen
22025,1628386,0022500858,"Feb 27, 2026",CLE @ DET,L,31,10,12,0.833,0,0,0.0,5,8,0.625,4,5,9,4,0,1,1,6,25,-9,1,1628386,Jarrett Allen
22025,1628386,0022500846,"Feb 25, 2026",CLE @ MIL,L,32,10,15,0.667,0,0,0.0,7,8,0.875,6,5,11,1,2,1,1,0,27,-10,1,1628386,Jarrett Allen
22025,1628386,0022500835,"Feb 24, 2026",CLE vs. NYK,W,29,7,8,0.875,0,0,0.0,5,7,0.714,4,6,10,1,1,2,1,2,19,11,1,1628386,Jarrett Allen
22025,1628386,0022500817,"Feb 22, 2026",CLE @ OKC,L,29,4,6,0.667,0,0,0.0,3,6,0.5,6,7,13,2,1,0,3,1,11,-15,1,1628386,Jarrett Allen
22025,1628386,0022500802,"Feb 20, 2026",CLE @ CHA,W,32,11,15,0.733,0,0,0.0,4,5,0.8,7,7,14,2,0,1,1,0,26,-2,1,1628386,Jarrett Allen
22025,1628386,0022500793,"Feb 19, 2026",CLE vs. BKN,W,24,5,8,0.625,0,1,0.0,5,10,0.5,2,8,10,1,1,2,0,2,15,31,1,1628386,Jarrett Allen
22025,1628386,0022500776,"Feb 11, 2026",CLE vs. WAS,W,27,8,8,1.0,0,0,0.0,5,6,0.833,3,6,9,1,0,2,2,1,21,25,1,1628386,Jarrett Allen
22025,1628386,0022500767,"Feb 09, 2026",CLE @ DEN,W,35,10,16,0.625,0,0,0.0,2,4,0.5,4,9,13,1,0,0,0,5,22,8,1,1628386,Jarrett Allen
22025,1628386,0022500756,"Feb 07, 2026",CLE @ SAC,W,33,11,12,0.917,0,0,0.0,7,8,0.875,1,9,10,1,0,0,1,0,29,-18,1,1628386,Jarrett Allen
22025,1628386,0022500732,"Feb 04, 2026",CLE @ LAC,W,23,5,8,0.625,0,0,0.0,0,2,0.0,3,8,11,3,2,1,0,0,10,20,1,1628386,Jarrett Allen
22025,1628386,0022500710,"Feb 01, 2026",CLE @ POR,W,30,16,23,0.696,0,1,0.0,8,12,0.667,6,11,17,5,2,4,0,0,40,25,1,1628386,Jarrett Allen
22025,1628386,0022500693,"Jan 30, 2026",CLE @ PHX,L,23,6,9,0.667,0,0,0.0,0,0,0.0,5,2,7,3,1,1,1,2,12,-27,1,1628386,Jarrett Allen
22025,1628386,0022500671,"Jan 28, 2026",CLE vs. LAL,W,24,8,11,0.727,0,0,0.0,1,2,0.5,2,7,9,2,1,0,2,1,17,24,1,1628386,Jarrett Allen
22025,1628386,0022500658,"Jan 26, 2026",CLE vs. ORL,W,33,4,6,0.667,0,0,0.0,1,3,0.333,0,4,4,1,0,0,0,2,9,18,1,1628386,Jarrett Allen
22025,1628386,0022500646,"Jan 24, 2026",CLE @ ORL,W,25,3,5,0.6,0,1,0.0,2,2,1.0,1,5,6,1,3,2,2,4,8,7,1,1628386,Jarrett Allen
22025,1628386,0022500638,"Jan 23, 2026",CLE vs. SAC,W,34,3,6,0.5,0,0,0.0,9,10,0.9,4,5,9,0,2,1,0,2,15,7,1,1628386,Jarrett Allen
22025,1628386,0022500620,"Jan 21, 2026",CLE @ CHA,W,35,4,8,0.5,0,0,0.0,5,6,0.833,1,8,9,0,0,2,1,1,13,-3,1,1628386,Jarrett Allen
22025,1628386,0022500015,"Jan 19, 2026",CLE vs. OKC,L,29,4,8,0.5,0,0,0.0,8,10,0.8,5,4,9,1,0,3,1,0,16,-31,1,1628386,Jarrett Allen
22025,1628386,0022500589,"Jan 16, 2026",CLE @ PHI,W,33,4,6,0.667,0,0,0.0,2,2,1.0,2,5,7,1,1,0,2,4,10,5,1,1628386,Jarrett Allen
22025,1628386,0022500572,"Jan 14, 2026",CLE @ PHI,W,26,5,6,0.833,0,0,0.0,0,1,0.0,2,3,5,2,0,0,2,3,10,16,1,1628386,Jarrett Allen
22025,1628386,0022500558,"Jan 12, 2026",CLE vs. UTA,L,32,3,7,0.429,0,0,0.0,2,2,1.0,2,2,4,3,1,0,2,1,8,-6,1,1628386,Jarrett Allen
22025,1628386,0022500542,"Jan 10, 2026",CLE vs. MIN,W,28,6,10,0.6,0,0,0.0,4,5,0.8,4,7,11,4,1,1,0,3,16,22,1,1628386,Jarrett Allen
22025,1628386,0022500530,"Jan 08, 2026",CLE @ MIN,L,30,5,9,0.556,0,0,0.0,1,2,0.5,2,8,10,1,2,0,0,1,11,-29,1,1628386,Jarrett Allen
22025,1628386,0022500510,"Jan 06, 2026",CLE @ IND,W,34,8,13,0.615,0,1,0.0,3,6,0.5,3,9,12,4,2,0,2,3,19,3,1,1628386,Jarrett Allen
22025,1628386,0022500478,"Jan 02, 2026",CLE vs. DEN,W,30,3,5,0.6,0,0,0.0,2,2,1.0,0,12,12,3,1,1,2,1,8,12,1,1628386,Jarrett Allen
22025,1628386,0022500465,"Dec 31, 2025",CLE vs. PHX,W,27,7,12,0.583,0,0,0.0,2,2,1.0,3,8,11,3,0,0,2,0,16,18,1,1628386,Jarrett Allen
22025,1628386,0022500456,"Dec 29, 2025",CLE @ SAS,W,28,11,21,0.524,0,1,0.0,5,7,0.714,2,8,10,0,2,0,2,4,27,9,1,1628386,Jarrett Allen
22025,1628386,0022500438,"Dec 27, 2025",CLE @ HOU,L,18,3,3,1.0,0,0,0.0,0,0,0.0,1,3,4,2,2,1,2,2,6,-5,1,1628386,Jarrett Allen
22025,1628386,0022500009,"Dec 25, 2025",CLE @ NYK,L,23,3,4,0.75,0,0,0.0,1,2,0.5,2,6,8,2,0,0,2,3,7,-3,1,1628386,Jarrett Allen
22025,1628386,0022500412,"Dec 23, 2025",CLE vs. NOP,W,26,6,9,0.667,1,1,1.0,1,2,0.5,1,8,9,3,0,0,1,4,14,15,1,1628386,Jarrett Allen
22025,1628386,0022500402,"Dec 22, 2025",CLE vs. CHA,W,20,4,4,1.0,0,0,0.0,4,4,1.0,1,4,5,2,1,2,2,4,12,4,1,1628386,Jarrett Allen
22025,1628386,0022500384,"Dec 19, 2025",CLE vs. CHI,L,30,6,9,0.667,0,0,0.0,2,2,1.0,4,8,12,5,2,1,1,2,14,-8,1,1628386,Jarrett Allen
22025,1628386,0022500367,"Dec 17, 2025",CLE @ CHI,L,28,7,9,0.778,0,0,0.0,0,0,0.0,0,6,6,3,1,2,2,1,14,-13,1,1628386,Jarrett Allen
22025,1628386,0022501218,"Dec 14, 2025",CLE vs. CHA,L,23,3,8,0.375,0,0,0.0,3,5,0.6,1,2,3,1,0,0,1,2,9,-5,1,1628386,Jarrett Allen
22025,1628386,0022500069,"Nov 28, 2025",CLE @ ATL,L,28,3,6,0.5,0,0,0.0,2,2,1.0,3,5,8,1,0,1,2,1,8,-18,1,1628386,Jarrett Allen
22025,1628386,0022500255,"Nov 19, 2025",CLE vs. HOU,L,28,4,9,0.444,0,0,0.0,0,0,0.0,2,5,7,3,1,0,1,3,8,-9,1,1628386,Jarrett Allen
22025,1628386,0022500241,"Nov 17, 2025",CLE vs. MIL,W,25,4,7,0.571,0,0,0.0,4,4,1.0,2,4,6,2,0,1,2,0,12,0,1,1628386,Jarrett Allen
22025,1628386,0022500228,"Nov 15, 2025",CLE vs. MEM,W,26,5,8,0.625,0,0,0.0,6,8,0.75,1,5,6,2,0,1,2,2,16,1,1,1628386,Jarrett Allen
22025,1628386,0022500225,"Nov 13, 2025",CLE vs. TOR,L,21,3,6,0.5,0,0,0.0,0,0,0.0,2,6,8,0,1,1,2,2,6,-6,1,1628386,Jarrett Allen
22025,1628386,0022500217,"Nov 12, 2025",CLE @ MIA,W,27,12,20,0.6,0,1,0.0,6,7,0.857,2,8,10,2,0,0,1,0,30,2,1,1628386,Jarrett Allen
22025,1628386,0022500201,"Nov 10, 2025",CLE @ MIA,L,21,6,9,0.667,0,0,0.0,2,3,0.667,3,4,7,2,0,1,3,0,14,8,1,1628386,Jarrett Allen
22025,1628386,0022500186,"Nov 08, 2025",CLE vs. CHI,W,25,4,8,0.5,0,0,0.0,3,6,0.5,2,1,3,2,1,2,2,2,11,3,1,1628386,Jarrett Allen
22025,1628386,0022500029,"Nov 07, 2025",CLE @ WAS,W,26,7,13,0.538,0,0,0.0,2,4,0.5,8,6,14,3,2,1,1,2,16,27,1,1628386,Jarrett Allen
22025,1628386,0022500171,"Nov 05, 2025",CLE vs. PHI,W,30,11,17,0.647,0,2,0.0,2,2,1.0,3,7,10,1,3,3,0,2,24,24,1,1628386,Jarrett Allen
22025,1628386,0022500128,"Oct 29, 2025",CLE @ BOS,L,25,4,7,0.571,0,0,0.0,8,8,1.0,2,4,6,1,1,1,1,1,16,-4,1,1628386,Jarrett Allen
22025,1628386,0022500007,"Oct 27, 2025",CLE @ DET,W,25,7,12,0.583,0,0,0.0,6,7,0.857,2,5,7,2,1,0,3,3,20,18,1,1628386,Jarrett Allen
22025,1628386,0022500107,"Oct 26, 2025",CLE vs. MIL,W,26,3,6,0.5,0,0,0.0,2,2,1.0,2,9,11,1,1,0,1,2,8,12,1,1628386,Jarrett Allen
22025,1628386,0022500091,"Oct 24, 2025",CLE @ BKN,W,30,8,11,0.727,0,1,0.0,6,9,0.667,2,5,7,4,2,1,2,2,22,24,1,1628386,Jarrett Allen
22025,1628386,0022500003,"Oct 22, 2025",CLE @ NYK,L,28,1,4,0.25,0,0,0.0,2,4,0.5,0,4,4,1,2,0,1,0,4,-4,1,1628386,Jarrett Allen
22024,1630631,0022401196,"Apr 13, 2025",NOP vs. OKC,L,34,5,16,0.313,1,9,0.111,3,3,1.0,0,3,3,4,2,0,6,0,14,-6,1,1630631,Jose Alvarado
22024,1630631,0022401177,"Apr 11, 2025",NOP vs. MIA,L,23,5,14,0.357,3,9,0.333,1,1,1.0,1,2,3,0,0,0,1,1,14,-38,1,1630631,Jose Alvarado
22024,1630631,0022401150,"Apr 08, 2025",NOP @ BKN,L,23,4,11,0.364,3,7,0.429,5,6,0.833,0,1,1,4,2,1,4,2,16,-25,1,1630631,Jose Alvarado
22024,1630631,0022401126,"Apr 04, 2025",NOP @ LAL,L,28,10,21,0.476,6,10,0.6,1,3,0.333,1,3,4,5,0,0,4,0,27,-8,1,1630631,Jose Alvarado
22024,1630631,0022401111,"Apr 02, 2025",NOP @ LAC,L,27,7,16,0.438,0,5,0.0,3,3,1.0,1,1,2,10,1,0,4,2,17,-5,1,1630631,Jose Alvarado
22024,1630631,0022401085,"Mar 30, 2025",NOP vs. CHA,W,30,4,16,0.25,1,7,0.143,3,3,1.0,2,3,5,4,2,0,5,1,12,1,1,1630631,Jose Alvarado
22024,1630631,0022401072,"Mar 28, 2025",NOP vs. GSW,L,27,4,12,0.333,0,3,0.0,2,3,0.667,1,2,3,4,0,1,2,1,10,-11,1,1630631,Jose Alvarado
22024,1630631,0022401041,"Mar 24, 2025",NOP vs. PHI,W,28,3,12,0.25,1,6,0.167,2,2,1.0,0,3,3,6,3,0,4,2,9,3,1,1630631,Jose Alvarado
22024,1630631,0022401029,"Mar 23, 2025",NOP @ DET,L,28,4,8,0.5,2,3,0.667,0,0,0.0,1,3,4,8,2,0,2,4,10,2,1,1630631,Jose Alvarado
22024,1630631,0022401016,"Mar 21, 2025",NOP @ MIN,L,18,3,9,0.333,3,8,0.375,0,0,0.0,0,1,1,2,1,1,1,0,9,-4,1,1630631,Jose Alvarado
22024,1630631,0022401001,"Mar 19, 2025",NOP @ MIN,W,26,3,5,0.6,2,4,0.5,0,0,0.0,0,3,3,6,0,0,2,0,8,2,1,1630631,Jose Alvarado
22024,1630631,0022400987,"Mar 17, 2025",NOP vs. DET,L,28,1,10,0.1,1,9,0.111,0,1,0.0,0,1,1,4,0,0,0,3,3,-21,1,1630631,Jose Alvarado
22024,1630631,0022400973,"Mar 15, 2025",NOP @ SAS,L,28,3,8,0.375,1,3,0.333,0,0,0.0,0,0,0,5,0,0,2,2,7,-8,1,1630631,Jose Alvarado
22024,1630631,0022401141,"Mar 13, 2025",NOP vs. ORL,L,25,5,10,0.5,2,6,0.333,0,1,0.0,0,2,2,4,3,0,2,1,12,-11,1,1630631,Jose Alvarado
22024,1630631,0022400943,"Mar 11, 2025",NOP vs. LAC,W,25,5,6,0.833,4,5,0.8,0,0,0.0,0,2,2,4,2,0,4,1,14,1,1,1630631,Jose Alvarado
22024,1630631,0022400923,"Mar 09, 2025",NOP vs. MEM,L,32,3,14,0.214,3,6,0.5,2,2,1.0,0,0,0,11,1,2,3,1,11,0,1,1630631,Jose Alvarado
22024,1630631,0022400913,"Mar 08, 2025",NOP @ HOU,L,23,7,16,0.438,2,7,0.286,1,1,1.0,1,3,4,7,1,0,0,0,17,-16,1,1630631,Jose Alvarado
22024,1630631,0022400902,"Mar 06, 2025",NOP vs. HOU,L,23,3,9,0.333,1,4,0.25,0,0,0.0,0,2,2,4,4,0,0,2,7,2,1,1630631,Jose Alvarado
22024,1630631,0022400890,"Mar 04, 2025",NOP @ LAL,L,26,2,8,0.25,1,6,0.167,0,0,0.0,0,2,2,3,1,0,0,1,5,2,1,1630631,Jose Alvarado
22024,1630631,0022400872,"Mar 02, 2025",NOP @ UTA,W,24,1,7,0.143,1,5,0.2,0,0,0.0,0,0,0,2,0,0,0,0,3,-6,1,1630631,Jose Alvarado
22024,1630631,0022400857,"Feb 28, 2025",NOP @ PHX,L,23,1,6,0.167,0,2,0.0,1,2,0.5,2,3,5,4,0,0,0,1,3,-16,1,1630631,Jose Alvarado
22024,1630631,0022400848,"Feb 27, 2025",NOP @ PHX,W,20,5,9,0.556,2,4,0.5,2,2,1.0,0,1,1,5,3,0,0,1,14,10,1,1630631,Jose Alvarado
22024,1630631,0022400833,"Feb 25, 2025",NOP vs. SAS,W,20,3,5,0.6,0,2,0.0,1,1,1.0,1,4,5,4,1,0,2,1,7,14,1,1630631,Jose Alvarado
22024,1630631,0022400818,"Feb 23, 2025",NOP vs. SAS,W,30,4,8,0.5,2,5,0.4,2,2,1.0,0,9,9,8,0,0,1,4,12,12,1,1630631,Jose Alvarado
22024,1630631,0022400803,"Feb 21, 2025",NOP @ DAL,L,30,3,8,0.375,1,3,0.333,1,1,1.0,2,5,7,4,3,0,1,1,8,4,1,1630631,Jose Alvarado
22024,1630631,0022400785,"Feb 13, 2025",NOP vs. SAC,W,34,6,12,0.5,4,8,0.5,2,2,1.0,1,4,5,8,3,0,1,2,18,19,1,1630631,Jose Alvarado
22024,1630631,0022400777,"Feb 12, 2025",NOP vs. SAC,L,32,7,15,0.467,3,9,0.333,1,1,1.0,1,2,3,9,2,1,0,2,18,-2,1,1630631,Jose Alvarado
22024,1630631,0022400761,"Feb 10, 2025",NOP @ OKC,L,23,4,9,0.444,1,5,0.2,0,0,0.0,0,0,0,0,0,0,2,1,9,-33,1,1630631,Jose Alvarado
22024,1630631,0022400750,"Feb 08, 2025",NOP @ SAC,L,29,2,6,0.333,1,5,0.2,0,0,0.0,0,3,3,9,3,0,2,0,5,6,1,1630631,Jose Alvarado
22024,1630631,0022400706,"Feb 03, 2025",NOP @ DEN,L,22,3,7,0.429,2,6,0.333,0,0,0.0,0,2,2,4,0,0,1,4,8,-9,1,1630631,Jose Alvarado
22024,1630631,0022400683,"Jan 31, 2025",NOP vs. BOS,L,34,6,14,0.429,3,9,0.333,5,6,0.833,0,3,3,6,1,1,1,0,20,1,1,1630631,Jose Alvarado
22024,1630631,0022400670,"Jan 29, 2025",NOP vs. DAL,L,15,4,5,0.8,3,4,0.75,0,0,0.0,0,0,0,3,1,0,2,3,11,-5,1,1630631,Jose Alvarado
22024,1630631,0022400654,"Jan 27, 2025",NOP @ TOR,L,18,0,2,0.0,0,2,0.0,0,0,0.0,1,2,3,3,0,1,0,1,0,-20,1,1630631,Jose Alvarado
22024,1630631,0022400637,"Jan 25, 2025",NOP @ CHA,L,32,2,6,0.333,2,5,0.4,0,0,0.0,0,1,1,5,0,1,2,1,6,-25,1,1630631,Jose Alvarado
